	SMARTS_ChKur	SMARTS_Gueymard	SMARTS_newKur	SMARTS_oldKur	SMARTS_ThKur	SMARTS_Wehrli_WRC85	SMARTS_CebChKur		Wave 			"Synthetic/composite Extraterrestrial Spectrum by Chris Gueymard, May 2003"	
972.0	0.77853	0.78785	0.77853	0.79782	0.77853	0.77886	0.77853					685	1.46E+00
973.0	0.77295	0.78149	0.77295	0.79138	0.77295	0.7728	0.77295					686	1.46E+00
974.0	0.75988	0.76882	0.75988	0.77855	0.75988	0.76028	0.75988					687	1.47E+00
975.0	0.76643	0.77348	0.76643	0.78327	0.76643	0.76652	0.76643					688	1.46E+00
976.0	0.77116	0.78054	0.77116	0.79042	0.77116	0.77062	0.77116					689	1.45E+00
977.0	0.75777	0.77208	0.75777	0.77208	0.75777	0.75951	0.75777					690	1.44E+00
978.0	0.77006	0.778	0.77006	0.78826	0.77006	0.76878	0.77006					691	1.43E+00
979.0	0.75124	0.7665	0.75124	0.76651	0.75124	0.75237	0.75124					692	1.42E+00
980.0	0.75996	0.77512	0.75996	0.77512	0.75996	0.76066	0.75996					693	1.42E+00
981.0	0.76519	0.773	0.76519	0.78154	0.76519	0.76448	0.76519					694	1.43E+00
982.0	0.76365	0.77879	0.76365	0.77879	0.76365	0.76385	0.76365					695	1.43E+00
983.0	0.75879	0.77541	0.75879	0.77541	0.75879	0.75854	0.75879					696	1.44E+00
984.0	0.75431	0.76881	0.75431	0.76881	0.75431	0.75501	0.75431					697	1.43E+00
985.0	0.75666	0.77081	0.75666	0.77081	0.75666	0.75684	0.75666					698	1.41E+00
986.0	0.75221	0.7662	0.75221	0.7662	0.75221	0.75251	0.75221					699	1.43E+00
987.0	0.75038	0.76606	0.75038	0.76606	0.75038	0.7501	0.75038					700	1.41E+00
988.0	0.75113	0.76368	0.75113	0.76368	0.75113	0.7516	0.75113					701	1.41E+00
989.0	0.73826	0.755	0.73826	0.75116	0.73826	0.74012	0.73826					702	1.40E+00
990.0	0.7426	0.75694	0.7426	0.75694	0.7426	0.74183	0.7426					703	1.41E+00
991.0	0.74707	0.76161	0.74707	0.76161	0.74707	0.74583	0.74707					704	1.42E+00
992.0	0.74529	0.75714	0.74529	0.75714	0.74529	0.74538	0.74529					705	1.42E+00
993.0	0.74474	0.75639	0.74474	0.75639	0.74474	0.74551	0.74474					706	1.41E+00
994.0	0.74548	0.75851	0.74548	0.75851	0.74548	0.74543	0.74548					707	1.41E+00
995.0	0.74165	0.75392	0.74165	0.75392	0.74165	0.74216	0.74165					708	1.41E+00
996.0	0.7408	0.75347	0.7408	0.75347	0.7408	0.74074	0.7408					709	1.40E+00
997.0	0.74099	0.743	0.74099	0.7545	0.74099	0.74112	0.74099					710	1.40E+00
998.0	0.73918	0.743	0.73918	0.7529	0.73918	0.73916	0.73918					711	1.40E+00
999.0	0.73606	0.742	0.73606	0.75058	0.73606	0.73597	0.73606					712	1.39E+00
1000.0	0.73264	0.7425486	0.73264	0.74628	0.73264	0.73325	0.73264					713	1.38E+00
1001.0	0.73587	0.74741415	0.73587	0.75117	0.73587	0.73593	0.73587					714	1.38E+00
1002.0	0.73508	0.7467674	0.73508	0.75052	0.73508	0.73493	0.73508					715	1.36E+00
1003.0	0.72685	0.73835965	0.72685	0.74207	0.72685	0.72691	0.72685					716	1.36E+00
1004.0	0.71917	0.73133495	0.71917	0.73501	0.71917	0.71881	0.71917					717	1.38E+00
1005.0	0.67478	0.68365455	0.67478	0.68709	0.67478	0.67864	0.67478					718	1.36E+00
1006.0	0.70527	0.71770345	0.70527	0.72131	0.70527	0.70274	0.70527					719	1.34E+00
1007.0	0.7211	0.730927	0.7211	0.7346	0.7211	0.72116	0.7211					720	1.36E+00
1008.0	0.72378	0.7333946	0.72378	0.73708	0.72378	0.72344	0.72378					721	1.35E+00
1009.0	0.72075	0.72934495	0.72075	0.73301	0.72075	0.72104	0.72075					722	1.35E+00
1010.0	0.72226	0.7305489	0.72226	0.73422	0.72226	0.72206	0.72226					723	1.36E+00
1011.0	0.71817	0.72562365	0.71817	0.72927	0.71817	0.71849	0.71817					724	1.35E+00
1012.0	0.71762	0.724957	0.71762	0.7286	0.71762	0.71758	0.71762					725	1.34E+00
1013.0	0.71419	0.7196039	0.71419	0.72322	0.71419	0.71486	0.71419					726	1.34E+00
1014.0	0.71602	0.7226486	0.71602	0.72628	0.71602	0.71509	0.71602					727	1.35E+00
1015.0	0.70485	0.71061905	0.70485	0.71419	0.70485	0.70554	0.70485					728	1.32E+00
1016.0	0.7075	0.7141911	0.7075	0.71778	0.7075	0.70704	0.7075					729	1.30E+00
1017.0	0.70249	0.7065893	0.70249	0.71014	0.70249	0.70361	0.70249					730	1.33E+00
1018.0	0.70875	0.7156637	0.70875	0.71926	0.70875	0.70784	0.70875					731	1.32E+00
1019.0	0.69241	0.6960622	0.69241	0.69956	0.69241	0.69319	0.69241					732	1.32E+00
1020.0	0.69698	0.70126605	0.69698	0.70479	0.69698	0.69767	0.69698					733	1.32E+00
1021.0	0.70159	0.703	0.70159	0.70861	0.70159	0.70114	0.70159					734	1.33E+00
1022.0	0.68938	0.693	0.68938	0.69648	0.68938	0.69042	0.68938					735	1.31E+00
1023.0	0.70328	0.699	0.70328	0.71002	0.70328	0.70304	0.70328					736	1.31E+00
1024.0	0.70049	0.70057	0.70049	0.70645	0.70049	0.70058	0.70049					737	1.32E+00
1025.0	0.69903	0.69918	0.69903	0.70485	0.69903	0.69916	0.69903					738	1.30E+00
1026.0	0.69932	0.69943	0.69932	0.70497	0.69932	0.69934	0.69932					739	1.27E+00
1027.0	0.69593	0.69594	0.69593	0.7012	0.69593	0.69613	0.69593					740	1.29E+00
1028.0	0.69721	0.69722	0.69721	0.70242	0.69721	0.69743	0.69721					741	1.27E+00
1029.0	0.68645	0.69	0.68645	0.69128	0.68645	0.68785	0.68645					742	1.27E+00
1030.0	0.69203	0.69208	0.69203	0.69725	0.69203	0.69135	0.69203					743	1.30E+00
1031.0	0.68973	0.68985	0.68973	0.69565	0.68973	0.68964	0.68973					744	1.29E+00
1032.0	0.6894	0.6896	0.6894	0.69409	0.6894	0.68943	0.6894					745	1.28E+00
1033.0	0.67462	0.678	0.67462	0.67936	0.67462	0.67599	0.67462					746	1.29E+00
1034.0	0.68174	0.68181	0.68174	0.68816	0.68174	0.68032	0.68174					747	1.29E+00
1035.0	0.67514	0.684	0.67514	0.67998	0.67514	0.67563	0.67514					748	1.29E+00
1036.0	0.68421	0.68431	0.68421	0.68901	0.68421	0.68404	0.68421					749	1.27E+00
1037.0	0.67426	0.67731	0.67426	0.67731	0.67426	0.67506	0.67426					750	1.27E+00
1038.0	0.6715	0.674	0.6715	0.67748	0.6715	0.6718	0.6715					751	1.26E+00
1039.0	0.67937	0.679	0.67937	0.68351	0.67937	0.67828	0.67937					752	1.27E+00
1040.0	0.67015	0.6744	0.67015	0.6744	0.67015	0.67077	0.67015					753	1.27E+00
1041.0	0.67485	0.6749	0.67485	0.67833	0.67485	0.67526	0.67485					754	1.27E+00
1042.0	0.67506	0.67516	0.67506	0.67933	0.67506	0.67466	0.67506					755	1.27E+00
1043.0	0.6665	0.6686	0.6665	0.6686	0.6665	0.66722	0.6665					756	1.27E+00
1044.0	0.67187	0.67199	0.67187	0.67429	0.67187	0.67221	0.67187					757	1.27E+00
1045.0	0.66845	0.66846	0.66845	0.67104	0.66845	0.66787	0.66845					758	1.25E+00
1046.0	0.65122	0.65131	0.65122	0.6519	0.65122	0.65327	0.65122					759	1.25E+00
1047.0	0.66139	0.66155	0.66139	0.66334	0.66139	0.66142	0.66139					760	1.25E+00
1048.0	0.66773	0.66781	0.66773	0.66973	0.66773	0.66652	0.66773					761	1.25E+00
1049.0	0.66492	0.66491	0.66492	0.66601	0.66492	0.66501	0.66492					762	1.22E+00
1050.0	0.66126	0.66117	0.66126	0.66193	0.66126	0.6618	0.66126					763	1.25E+00
1051.0	0.66168	0.66182	0.66168	0.66226	0.66168	0.6616	0.66168					764	1.24E+00
1052.0	0.65839	0.65848	0.65839	0.65911	0.65839	0.65872	0.65839					765	1.23E+00
1053.0	0.65673	0.65698	0.65673	0.65727	0.65673	0.65664	0.65673					766	1.18E+00
1054.0	0.65476	0.65474	0.65476	0.65508	0.65476	0.65474	0.65476					767	1.22E+00
1055.0	0.65743	0.65753	0.65743	0.65796	0.65743	0.65763	0.65743					768	1.22E+00
1056.0	0.65628	0.65629	0.65628	0.65689	0.65628	0.65649	0.65628					769	1.21E+00
1057.0	0.65534	0.6554	0.65534	0.65621	0.65534	0.65528	0.65534					770	1.21E+00
1058.0	0.64934	0.64937	0.64934	0.65139	0.64934	0.6472	0.64934					771	1.20E+00
1059.0	0.63052	0.63046	0.63052	0.63084	0.63052	0.63317	0.63052					772	1.20E+00
1060.0	0.64833	0.64831	0.64833	0.65247	0.64833	0.64663	0.64833					773	1.21E+00
1061.0	0.63384	0.63387	0.63384	0.63298	0.63384	0.63544	0.63384					774	1.20E+00
1062.0	0.64652	0.64651	0.64652	0.64921	0.64652	0.64631	0.64652					775	1.19E+00
1063.0	0.63661	0.63669	0.63661	0.6398	0.63661	0.63765	0.63661					776	1.20E+00
1064.0	0.64615	0.64621	0.64615	0.64955	0.64615	0.64574	0.64615					777	1.19E+00
1065.0	0.64541	0.64533	0.64541	0.64971	0.64541	0.64563	0.64541					778	1.18E+00
1066.0	0.63146	0.63139	0.63146	0.63381	0.63146	0.63231	0.63146					779	1.18E+00
1067.0	0.6351	0.63517	0.6351	0.64269	0.6351	0.63446	0.6351					780	1.17E+00
1068.0	0.63585	0.63591	0.63585	0.64403	0.63585	0.63408	0.63585					781	1.17E+00
1069.0	0.60079	0.60084	0.60079	0.60214	0.60079	0.60319	0.60079					782	1.18E+00
1070.0	0.62154	0.62165	0.62154	0.63076	0.62154	0.62081	0.62154					783	1.16E+00
1071.0	0.62816	0.62821	0.62816	0.63521	0.62816	0.62887	0.62816					784	1.17E+00
1072.0	0.63117	0.63131	0.63117	0.63848	0.63117	0.63068	0.63117					785	1.16E+00
1073.0	0.61118	0.61796	0.61118	0.61796	0.61118	0.61365	0.61118					786	1.17E+00
1074.0	0.63057	0.63063	0.63057	0.63919	0.63057	0.62821	0.63057					787	1.17E+00
1075.0	0.61022	0.61768	0.61022	0.61768	0.61022	0.61216	0.61022					788	1.16E+00
1076.0	0.62471	0.62468	0.62471	0.63363	0.62471	0.62322	0.62471					789	1.17E+00
1077.0	0.62418	0.62426	0.62418	0.63289	0.62418	0.62497	0.62418					790	1.17E+00
1078.0	0.62533	0.62531	0.62533	0.63576	0.62533	0.62356	0.62533					791	1.15E+00
1079.0	0.60391	0.61203	0.60391	0.61203	0.60391	0.60604	0.60391					792	1.14E+00
1080.0	0.62238	0.6225	0.62238	0.63257	0.62238	0.62217	0.62238					793	1.12E+00
1081.0	0.60733	0.60726	0.60733	0.61484	0.60733	0.60815	0.60733					794	1.11E+00
1082.0	0.60242	0.60249	0.60242	0.61452	0.60242	0.60127	0.60242					795	1.14E+00
1083.0	0.58892	0.609	0.58892	0.60146	0.58892	0.59048	0.58892					796	1.14E+00
1084.0	0.61382	0.61392	0.61382	0.62755	0.61382	0.61193	0.61382					797	1.14E+00
1085.0	0.61165	0.61181	0.61165	0.62355	0.61165	0.61265	0.61165					798	1.14E+00
1086.0	0.61552	0.6157	0.61552	0.63088	0.61552	0.61492	0.61552					799	1.14E+00
1087.0	0.5809	0.59145	0.5809	0.59145	0.5809	0.58502	0.5809					800	1.13E+00
1088.0	0.60722	0.60728	0.60722	0.62701	0.60722	0.60224	0.60722					801	1.13E+00
1089.0	0.59412	0.60908	0.59412	0.60908	0.59412	0.59559	0.59412					802	1.13E+00
1090.0	0.60427	0.60442	0.60427	0.62225	0.60427	0.6048	0.60427					803	1.12E+00
1091.0	0.60793	0.60799	0.60793	0.62737	0.60793	0.60707	0.60793					804	1.12E+00
1092.0	0.59705	0.59692	0.59705	0.61559	0.59705	0.59817	0.59705					805	1.11E+00
1093.0	0.59207	0.59221	0.59207	0.61238	0.59207	0.59092	0.59207					806	1.12E+00
1094.0	0.54418	0.56065	0.54418	0.56065	0.54418	0.54914	0.54418					807	1.11E+00
1095.0	0.58247	0.58252	0.58247	0.60473	0.58247	0.57901	0.58247					808	1.11E+00
1096.0	0.58255	0.586	0.58255	0.60206	0.58255	0.58194	0.58255					809	1.10E+00
1097.0	0.5775	0.591	0.5775	0.59587	0.5775	0.57925	0.5775					810	1.10E+00
1098.0	0.57605	0.587	0.57605	0.59422	0.57605	0.57672	0.57605					811	1.12E+00
1099.0	0.58229	0.58216	0.58229	0.60085	0.58229	0.58138	0.58229					812	1.12E+00
1100.0	0.5908	0.6	0.5908	0.60887	0.5908	0.59079	0.5908					813	1.12E+00
1101.0	0.58828	0.599	0.58828	0.60579	0.58828	0.58748	0.58828					814	1.11E+00
1102.0	0.56822	0.58202	0.56822	0.58202	0.56822	0.57099	0.56822					815	1.11E+00
1103.0	0.58621	0.595	0.58621	0.60162	0.58621	0.58536	0.58621					816	1.10E+00
1104.0	0.58513	0.593	0.58513	0.59938	0.58513	0.58493	0.58513					817	1.10E+00
1105.0	0.58305	0.591	0.58305	0.5972	0.58305	0.58312	0.58305					818	1.08E+00
1106.0	0.5823	0.59	0.5823	0.59548	0.5823	0.58252	0.5823					819	1.07E+00
1107.0	0.57964	0.586	0.57964	0.59261	0.57964	0.5799	0.57964					820	1.06E+00
1108.0	0.58011	0.5865	0.58011	0.59232	0.58011	0.58017	0.58011					821	1.06E+00
1109.0	0.57938	0.5855	0.57938	0.59177	0.57938	0.57936	0.57938					822	1.07E+00
1110.0	0.58024	0.587	0.58024	0.59319	0.58024	0.5801	0.58024					823	1.08E+00
1111.0	0.57673	0.5825	0.57673	0.58929	0.57673	0.57708	0.57673					824	1.07E+00
1112.0	0.57111	0.58342	0.57111	0.58269	0.57111	0.57176	0.57111					825	1.07E+00
1113.0	0.5707	0.578	0.5707	0.58342	0.5707	0.57048	0.5707					826	1.08E+00
1114.0	0.57563	0.584	0.57563	0.58903	0.57563	0.57487	0.57563					827	1.08E+00
1115.0	0.57151	0.582	0.57151	0.58477	0.57151	0.57229	0.57151					828	1.07E+00
1116.0	0.56785	0.575	0.56785	0.57966	0.56785	0.56909	0.56785					829	1.06E+00
1117.0	0.57558	0.583	0.57558	0.58924	0.57558	0.57483	0.57558					830	1.06E+00
1118.0	0.57223	0.57222	0.57223	0.58573	0.57223	0.5717	0.57223					831	1.05E+00
1119.0	0.5589	0.57151	0.5589	0.57151	0.5589	0.56032	0.5589					832	1.06E+00
1120.0	0.56112	0.5685	0.56112	0.57483	0.56112	0.56104	0.56112					833	1.02E+00
1121.0	0.56411	0.572	0.56411	0.57851	0.56411	0.56401	0.56411					834	1.03E+00
1122.0	0.56817	0.575	0.56817	0.58154	0.56817	0.56799	0.56817					835	1.05E+00
1123.0	0.5666	0.574	0.5666	0.58067	0.5666	0.56712	0.5666					836	1.05E+00
1124.0	0.56701	0.5725	0.56701	0.58172	0.56701	0.56636	0.56701					837	1.05E+00
1125.0	0.55494	0.57012	0.55494	0.57012	0.55494	0.55414	0.55494					838	1.03E+00
1126.0	0.54612	0.553	0.54612	0.5581	0.54612	0.54774	0.54612					839	1.03E+00
1127.0	0.5616	0.56179	0.5616	0.57729	0.5616	0.561	0.5616					840	1.04E+00
1128.0	0.55447	0.56829	0.55447	0.56829	0.55447	0.55559	0.55447					841	1.04E+00
1129.0	0.55458	0.56837	0.55458	0.56837	0.55458	0.55431	0.55458					842	1.03E+00
1130.0	0.54849	0.56401	0.54849	0.56401	0.54849	0.5492	0.54849					843	1.02E+00
1131.0	0.55583	0.568	0.55583	0.57062	0.55583	0.55524	0.55583					844	1.01E+00
1132.0	0.55595	0.57	0.55595	0.57189	0.55595	0.55588	0.55595					845	1.03E+00
1133.0	0.54806	0.56186	0.54806	0.56186	0.54806	0.5487	0.54806					846	1.03E+00
1134.0	0.54789	0.56346	0.54789	0.56346	0.54789	0.54831	0.54789					847	1.00E+00
1135.0	0.55448	0.5625	0.55448	0.57062	0.55448	0.55374	0.55448					848	1.00E+00
1136.0	0.5498	0.56481	0.5498	0.56481	0.5498	0.55047	0.5498					849	9.75E-01
1137.0	0.55196	0.55197	0.55196	0.56926	0.55196	0.55091	0.55196					850	9.33E-01
1138.0	0.53808	0.544	0.53808	0.55063	0.53808	0.53931	0.53808					851	9.94E-01
1139.0	0.54101	0.553	0.54101	0.55707	0.54101	0.54111	0.54101					852	9.84E-01
1140.0	0.54094	0.55572552	0.54094	0.55908	0.54094	0.53993	0.54094					853	9.43E-01
1141.0	0.53373	0.54303214	0.53373	0.54631	0.53373	0.5349	0.53373					854	8.18E-01
1142.0	0.54226	0.55530804	0.54226	0.55866	0.54226	0.54162	0.54226					855	8.93E-01
1143.0	0.53981	0.54960248	0.53981	0.55292	0.53981	0.54026	0.53981					856	9.78E-01
1144.0	0.53574	0.5450102	0.53574	0.5483	0.53574	0.53691	0.53574					857	9.96E-01
1145.0	0.53968	0.55001002	0.53968	0.55333	0.53968	0.53934	0.53968					858	9.91E-01
1146.0	0.54376	0.55406554	0.54376	0.55741	0.54376	0.54376	0.54376					859	9.89E-01
1147.0	0.54488	0.55407548	0.54488	0.55742	0.54488	0.54472	0.54488					860	9.90E-01
1148.0	0.5414	0.55031816	0.5414	0.55364	0.5414	0.54117	0.5414					861	9.85E-01
1149.0	0.53903	0.54788286	0.53903	0.55119	0.53903	0.539	0.53903					862	9.99E-01
1150.0	0.53753	0.54623282	0.53753	0.54953	0.53753	0.53792	0.53753					863	1.02E+00
1151.0	0.53748	0.5453084	0.53748	0.5486	0.53748	0.53761	0.53748					864	9.72E-01
1152.0	0.53291	0.54170018	0.53291	0.54497	0.53291	0.53357	0.53291					865	9.63E-01
1153.0	0.53442	0.54308184	0.53442	0.54636	0.53442	0.53457	0.53442					866	8.66E-01
1154.0	0.53735	0.54651114	0.53735	0.54981	0.53735	0.5373	0.53735					867	9.03E-01
1155.0	0.53665	0.54730634	0.53665	0.55061	0.53665	0.53605	0.53665					868	9.83E-01
1156.0	0.53069	0.54021912	0.53069	0.54348	0.53069	0.5315	0.53069					869	9.62E-01
1157.0	0.53297	0.54369812	0.53297	0.54698	0.53297	0.53303	0.53297					870	9.89E-01
1158.0	0.53201	0.54334028	0.53201	0.54662	0.53201	0.53183	0.53201					871	9.76E-01
1159.0	0.52279	0.53547774	0.52279	0.53871	0.52279	0.52286	0.52279					872	9.72E-01
1160.0	0.51922	0.52927518	0.51922	0.53247	0.51922	0.51908	0.51922					873	9.70E-01
1161.0	0.50876	0.51898728	0.50876	0.52212	0.50876	0.5109	0.50876					874	9.59E-01
1162.0	0.52062	0.53336052	0.52062	0.53658	0.52062	0.51961	0.52062					875	9.40E-01
1163.0	0.52512	0.53707808	0.52512	0.54032	0.52512	0.52521	0.52512					876	9.50E-01
1164.0	0.51534	0.52683988	0.51534	0.53002	0.51534	0.51658	0.51534					877	9.59E-01
1165.0	0.52198	0.5348217	0.52198	0.53805	0.52198	0.52033	0.52198					878	9.70E-01
1166.0	0.51287	0.52226748	0.51287	0.52542	0.51287	0.51446	0.51287					879	9.55E-01
1167.0	0.51827	0.52984176	0.51827	0.53304	0.51827	0.51795	0.51827					880	9.34E-01
1168.0	0.52235	0.53414578	0.52235	0.53737	0.52235	0.52149	0.52235					881	9.23E-01
1169.0	0.50848	0.51640288	0.50848	0.51952	0.50848	0.50998	0.50848					882	9.44E-01
1170.0	0.51595	0.52874836	0.51595	0.53194	0.51595	0.51507	0.51595					883	9.45E-01
1171.0	0.5197	0.53073636	0.5197	0.53394	0.5197	0.51987	0.5197					884	9.41E-01
1172.0	0.51949	0.53062702	0.51949	0.53383	0.51949	0.51913	0.51949					885	9.48E-01
1173.0	0.51651	0.52685976	0.51651	0.53004	0.51651	0.51695	0.51651					886	9.13E-01
1174.0	0.51683	0.52759532	0.51683	0.53078	0.51683	0.51668	0.51683					887	9.16E-01
1175.0	0.5053	0.5185201	0.5053	0.52165	0.5053	0.50482	0.5053					888	9.36E-01
1176.0	0.50118	0.51035936	0.50118	0.51344	0.50118	0.50223	0.50118					889	9.36E-01
1177.0	0.51095	0.52296328	0.51095	0.52612	0.51095	0.51084	0.51095					890	9.39E-01
1178.0	0.50343	0.5170291	0.50343	0.52015	0.50343	0.50324	0.50343					891	9.32E-01
1179.0	0.50469	0.5150411	0.50469	0.51815	0.50469	0.50525	0.50469					892	9.17E-01
1180.0	0.51083	0.5219904	0.51083	0.5262	0.51083	0.51108	0.51083					893	9.11E-01
1181.0	0.50751	0.5184333	0.50751	0.52367	0.50751	0.50754	0.50751					894	9.13E-01
1182.0	0.50631	0.5174334	0.50631	0.52266	0.50631	0.50499	0.50631					895	9.10E-01
1183.0	0.4792	0.4882086	0.4792	0.49314	0.4792	0.48379	0.4792					896	9.23E-01
1184.0	0.49947	0.5109786	0.49947	0.51614	0.49947	0.49694	0.49947					897	9.09E-01
1185.0	0.50381	0.5160474	0.50381	0.52126	0.50381	0.50337	0.50381					898	9.13E-01
1186.0	0.50371	0.5151861	0.50371	0.52039	0.50371	0.50368	0.50371					899	9.10E-01
1187.0	0.50337	0.5145525	0.50337	0.51975	0.50337	0.50332	0.50337					900	8.90E-01
1188.0	0.49535	0.5101173	0.49535	0.51527	0.49535	0.49355	0.49535					901	8.59E-01
1189.0	0.47676	0.4840209	0.47676	0.48891	0.47676	0.47869	0.47676					902	8.68E-01
1190.0	0.49432	0.5058306	0.49432	0.51094	0.49432	0.49473	0.49432					903	9.01E-01
1191.0	0.5017	0.5135427	0.5017	0.51873	0.5017	0.50178	0.5017					904	9.10E-01
1192.0	0.50005	0.5117508	0.50005	0.51692	0.50005	0.50007	0.50005					905	9.07E-01
1193.0	0.49801	0.510642	0.49801	0.5158	0.49801	0.49832	0.49801					906	8.86E-01
1194.0	0.49852	0.5112657	0.49852	0.51643	0.49852	0.49855	0.49852					907	8.93E-01
1195.0	0.49374	0.5059197	0.49374	0.51103	0.49374	0.49369	0.49374					908	8.78E-01
1196.0	0.49133	0.5056128	0.49133	0.51072	0.49133	0.49152	0.49133					909	8.60E-01
1197.0	0.4865	0.5028606	0.4865	0.50794	0.4865	0.48586	0.4865					910	8.77E-01
1198.0	0.47772	0.4921686	0.47772	0.49715	0.47772	0.47654	0.47772					911	8.72E-01
1199.0	0.46435	0.4743387	0.46435	0.47913	0.46435	0.46734	0.46435					912	8.73E-01
1200.0	0.48455	0.500049	0.48455	0.5051	0.48455	0.48377	0.48455					913	8.93E-01
1201.0	0.49133	0.505791	0.49133	0.5109	0.49133	0.49168	0.49133					914	8.82E-01
1202.0	0.49143	0.5070483	0.49143	0.51217	0.49143	0.49117	0.49143					915	8.75E-01
1203.0	0.47424	0.4883571	0.47424	0.49329	0.47424	0.47488	0.47424					916	8.79E-01
1204.0	0.4729	0.4869612	0.4729	0.49188	0.4729	0.473	0.4729					917	8.66E-01
1205.0	0.48636	0.5019498	0.48636	0.50702	0.48636	0.48596	0.48636					918	8.70E-01
1206.0	0.48452	0.4986927	0.48452	0.50373	0.48452	0.48517	0.48452					919	8.73E-01
1207.0	0.4873	0.501435	0.4873	0.5065	0.4873	0.48697	0.4873					920	8.63E-01
1208.0	0.47219	0.4896243	0.47219	0.49457	0.47219	0.47068	0.47219					921	8.41E-01
1209.0	0.45802	0.4663593	0.45802	0.47107	0.45802	0.46028	0.45802					922	8.38E-01
1210.0	0.47766	0.4922478	0.47766	0.49722	0.47766	0.47658	0.47766					923	8.15E-01
1211.0	0.46994	0.4790907	0.46994	0.48393	0.46994	0.47108	0.46994					924	8.41E-01
1212.0	0.47921	0.490644	0.47921	0.4956	0.47921	0.47926	0.47921					925	8.40E-01
1213.0	0.48043	0.4919013	0.48043	0.49687	0.48043	0.48022	0.48043					926	8.30E-01
1214.0	0.47914	0.4893174	0.47914	0.49426	0.47914	0.47942	0.47914					927	8.56E-01
1215.0	0.48022	0.4904361	0.48022	0.49539	0.48022	0.48028	0.48022					928	8.58E-01
1216.0	0.47932	0.4887828	0.47932	0.49372	0.47932	0.47949	0.47932					929	8.46E-01
1217.0	0.47835	0.4876443	0.47835	0.49257	0.47835	0.47841	0.47835					930	8.51E-01
1218.0	0.47667	0.485991	0.47667	0.4909	0.47667	0.4767	0.47667					931	8.51E-01
1219.0	0.47399	0.4823379	0.47399	0.48721	0.47399	0.47423	0.47399					932	8.46E-01
1220.0	0.47493	0.4843278	0.47493	0.48922	0.47493	0.47494	0.47493					933	8.49E-01
1221.0	0.47414	0.4834269	0.47414	0.48831	0.47414	0.47433	0.47414					934	8.47E-01
1222.0	0.47243	0.4813281	0.47243	0.48619	0.47243	0.47244	0.47243					935	8.37E-01
1223.0	0.46949	0.476	0.46949	0.48329	0.46949	0.47005	0.46949					936	8.33E-01
1224.0	0.47268	0.4822389	0.47268	0.48711	0.47268	0.47203	0.47268					937	8.39E-01
1225.0	0.47008	0.4792491	0.47008	0.48409	0.47008	0.4706	0.47008					938	8.38E-01
1226.0	0.47038	0.4802589	0.47038	0.48511	0.47038	0.46996	0.47038					939	8.32E-01
1227.0	0.4606	0.4684086	0.4606	0.47314	0.4606	0.46127	0.4606					940	8.22E-01
1228.0	0.46389	0.4744278	0.46389	0.47922	0.46389	0.46359	0.46389					941	7.93E-01
1229.0	0.46814	0.4772493	0.46814	0.48207	0.46814	0.46823	0.46814					942	8.09E-01
1230.0	0.46606	0.4750218	0.46606	0.47982	0.46606	0.4662	0.46606					943	8.19E-01
1231.0	0.46513	0.4742496	0.46513	0.47904	0.46513	0.46494	0.46513					944	8.08E-01
1232.0	0.46151	0.468963	0.46151	0.4737	0.46151	0.46199	0.46151					945	8.16E-01
1233.0	0.4629	0.4711806	0.4629	0.47594	0.4629	0.46288	0.4629					946	8.19E-01
1234.0	0.46175	0.469458	0.46175	0.4742	0.46175	0.46186	0.46175					947	8.21E-01
1235.0	0.45973	0.4664385	0.45973	0.47115	0.45973	0.46013	0.45973					948	8.21E-01
1236.0	0.46185	0.4686264	0.46185	0.47336	0.46185	0.46173	0.46185					949	8.21E-01
1237.0	0.46145	0.4679037	0.46145	0.47263	0.46145	0.46154	0.46145					950	8.15E-01
1238.0	0.46114	0.467478	0.46114	0.4722	0.46114	0.46115	0.46114					951	8.11E-01
1239.0	0.45683	0.4623498	0.45683	0.46702	0.45683	0.45659	0.45683					952	8.11E-01
1240.0	0.45303	0.4596768	0.45303	0.46432	0.45303	0.45382	0.45303					953	8.04E-01
1241.0	0.45799	0.4643892	0.45799	0.46908	0.45799	0.45761	0.45799					954	7.79E-01
1242.0	0.45436	0.4616865	0.45436	0.46635	0.45436	0.45434	0.45436					955	7.66E-01
1243.0	0.44923	0.4565484	0.44923	0.46116	0.44923	0.4493	0.44923					956	7.98E-01
1244.0	0.44984	0.4553505	0.44984	0.45995	0.44984	0.45034	0.44984					957	7.92E-01
1245.0	0.45475	0.456	0.45475	0.46707	0.45475	0.45452	0.45475					958	8.01E-01
1246.0	0.45136	0.4587462	0.45136	0.46338	0.45136	0.45191	0.45136					959	8.02E-01
1247.0	0.45026	0.4577463	0.45026	0.46237	0.45026	0.4505	0.45026					960	7.90E-01
1248.0	0.45192	0.4607559	0.45192	0.46541	0.45192	0.45183	0.45192					961	7.94E-01
1249.0	0.45202	0.4601322	0.45202	0.46478	0.45202	0.45192	0.45202					962	7.87E-01
1250.0	0.45044	0.4585977	0.45044	0.46323	0.45044	0.45073	0.45044					963	7.83E-01
1251.0	0.44834	0.4563801	0.44834	0.46099	0.44834	0.44828	0.44834					964	7.83E-01
1252.0	0.44359	0.4519548	0.44359	0.45652	0.44359	0.44406	0.44359					965	7.80E-01
1253.0	0.44526	0.4537071	0.44526	0.45829	0.44526	0.44507	0.44526					966	7.74E-01
